CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpend,AvgSpend,NumTransactions,LastTransaction,UniqueProducts,NumInteractions,LastInteraction,IssuesUnresolved,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
221,19,F,Single,Low,1277.29,319.3225,4,2022-05-04,3,1.0,2022-05-21,0.0,2023-06-16,42,Mobile App,1
222,49,M,Divorced,High,1702.45,243.20714285714286,7,2022-12-12,4,,,,2023-06-03,7,Website,0
223,62,F,Divorced,Medium,1736.26,289.37666666666667,6,2022-11-12,3,1.0,2022-08-21,0.0,2023-07-22,4,Online Banking,0
224,42,M,Divorced,Low,2520.32,315.04,8,2022-11-22,5,,,,2023-05-16,5,Website,0
225,42,M,Widowed,High,2650.29,331.28625,8,2022-12-24,3,2.0,2022-05-11,1.0,2023-07-15,39,Online Banking,0
226,21,F,Single,High,1461.18,208.74,7,2022-12-16,4,1.0,2022-01-21,1.0,2023-03-10,11,Mobile App,0
227,36,M,Widowed,High,1250.35,178.62142857142857,7,2022-12-20,5,,,,2023-11-08,15,Online Banking,1
228,65,F,Single,High,2185.36,364.2266666666667,6,2022-07-06,4,2.0,2022-08-04,1.0,2023-10-16,32,Website,0
229,21,F,Single,Medium,2559.03,284.3366666666667,9,2022-09-11,4,1.0,2022-08-12,1.0,2023-12-23,37,Website,0
230,60,F,Divorced,Medium,1468.07,244.6783333333333,6,2022-11-26,3,2.0,2022-09-09,1.0,2023-09-04,9,Online Banking,1
231,30,F,Married,Low,1353.42,338.355,4,2022-12-26,3,,,,2023-02-20,47,Online Banking,1
232,56,F,Single,Low,2082.19,260.27375,8,2022-11-06,4,2.0,2022-11-24,2.0,2023-09-08,32,Online Banking,0
233,53,F,Married,High,817.4200000000001,272.47333333333336,3,2022-11-14,3,2.0,2022-10-09,0.0,2023-09-18,33,Website,0
234,40,M,Widowed,Low,1576.7,197.0875,8,2022-10-01,5,,,,2023-06-19,23,Online Banking,1
235,23,M,Divorced,High,770.5,256.8333333333333,3,2022-09-28,1,2.0,2022-07-11,2.0,2023-12-28,15,Mobile App,0
236,41,F,Single,Low,1482.99,247.165,6,2022-12-18,3,2.0,2022-07-08,0.0,2023-09-25,30,Online Banking,1
237,61,M,Divorced,Low,398.99,398.99,1,2022-02-01,1,,,,2023-01-13,16,Online Banking,1
238,50,M,Widowed,High,762.4399999999999,254.14666666666665,3,2022-10-29,2,1.0,2022-07-07,1.0,2023-09-20,22,Mobile App,1
239,29,F,Married,Medium,2654.84,294.9822222222222,9,2022-12-12,3,1.0,2022-11-05,1.0,2023-10-09,43,Mobile App,1
240,58,M,Divorced,High,859.47,429.735,2,2022-11-26,1,1.0,2022-03-24,0.0,2023-07-27,30,Online Banking,0
241,38,F,Divorced,Medium,2185.9300000000003,242.88111111111115,9,2022-09-26,4,1.0,2022-05-29,0.0,2023-12-19,1,Mobile App,0
242,28,F,Single,Low,726.73,242.24333333333334,3,2022-11-15,3,2.0,2022-09-24,1.0,2023-02-16,35,Online Banking,1
243,61,M,Married,Medium,2362.18,262.46444444444444,9,2022-11-21,4,1.0,2022-12-18,1.0,2023-12-09,18,Website,0
244,55,F,Widowed,High,1649.9,235.70000000000002,7,2022-12-08,4,2.0,2022-09-10,2.0,2023-06-21,15,Online Banking,0
245,46,F,Single,Low,2965.09,329.45444444444445,9,2022-11-11,5,,,,2023-05-18,21,Online Banking,0
246,65,F,Divorced,Medium,1171.1399999999999,292.78499999999997,4,2022-11-27,3,1.0,2022-09-30,0.0,2023-03-24,40,Mobile App,0
247,58,F,Divorced,Medium,1887.6799999999998,269.6685714285714,7,2022-10-06,3,2.0,2022-10-23,0.0,2023-12-24,2,Online Banking,0
248,20,M,Married,High,1519.1399999999999,303.828,5,2022-11-21,4,1.0,2022-06-26,1.0,2023-08-26,30,Online Banking,1
249,45,F,Widowed,Low,356.39,356.39,1,2022-01-27,1,1.0,2022-01-13,1.0,2023-02-06,40,Website,0
250,37,M,Widowed,Low,1607.36,229.62285714285713,7,2022-12-28,5,1.0,2022-04-15,0.0,2023-01-09,32,Website,0
251,43,F,Divorced,Medium,1968.79,281.2557142857143,7,2022-12-05,5,1.0,2022-10-13,0.0,2023-03-24,28,Website,1
252,41,M,Widowed,Medium,980.71,245.1775,4,2022-07-28,2,,,,2023-08-11,11,Online Banking,1
253,69,M,Single,Medium,1319.11,263.822,5,2022-12-01,4,1.0,2022-07-22,0.0,2023-12-03,7,Online Banking,0
254,64,F,Married,Low,2220.26,246.6955555555556,9,2022-12-09,5,2.0,2022-07-28,1.0,2023-08-25,1,Mobile App,1
255,38,M,Divorced,Medium,2672.69,381.8128571428571,7,2022-12-28,4,1.0,2022-04-16,1.0,2023-06-17,43,Mobile App,0
256,47,F,Widowed,Medium,208.67,208.67,1,2022-10-07,1,2.0,2022-08-10,1.0,2023-08-26,28,Mobile App,0
257,21,F,Widowed,Low,92.62,92.62,1,2022-01-22,1,1.0,2022-12-24,0.0,2023-01-31,39,Website,0
258,53,M,Single,Low,832.85,208.2125,4,2022-11-06,2,2.0,2022-11-08,1.0,2023-06-17,19,Mobile App,0
259,57,M,Widowed,High,1469.67,244.94500000000002,6,2022-10-22,4,1.0,2022-06-06,0.0,2023-03-16,39,Online Banking,0
260,27,M,Single,Low,2395.72,299.465,8,2022-10-31,5,1.0,2022-12-26,0.0,2023-08-24,32,Website,1
261,27,M,Married,Low,489.07,489.07,1,2022-05-31,1,1.0,2022-05-30,1.0,2023-05-29,49,Online Banking,1
262,59,F,Divorced,High,2940.59,326.7322222222222,9,2022-12-05,5,2.0,2022-04-18,2.0,2023-02-04,30,Website,1
263,41,M,Single,Low,13.04,13.04,1,2022-11-10,1,2.0,2022-07-07,0.0,2023-12-28,2,Website,0
264,21,F,Widowed,High,525.02,262.51,2,2022-07-23,2,1.0,2022-03-05,0.0,2023-03-08,44,Online Banking,0
265,64,M,Widowed,Low,1511.8700000000001,302.374,5,2022-08-28,4,,,,2023-04-06,43,Online Banking,0
266,44,M,Married,High,459.39,459.39,1,2022-04-21,1,1.0,2022-12-02,0.0,2023-01-07,37,Online Banking,0
267,68,F,Single,Medium,461.36,153.78666666666666,3,2022-11-23,3,1.0,2022-10-04,1.0,2023-11-24,19,Online Banking,0
268,62,M,Divorced,Medium,1096.16,219.23200000000003,5,2022-11-13,3,,,,2023-12-19,26,Mobile App,0
269,21,F,Widowed,Medium,2123.87,235.98555555555555,9,2022-12-12,4,2.0,2022-05-19,1.0,2023-06-16,1,Mobile App,0
270,49,M,Single,High,734.74,244.91333333333333,3,2022-11-24,2,1.0,2022-03-16,1.0,2023-04-12,42,Mobile App,0
271,27,M,Widowed,Medium,865.97,288.6566666666667,3,2022-12-25,3,,,,2023-10-28,28,Online Banking,1
272,28,F,Divorced,Low,1170.04,146.255,8,2022-09-19,4,2.0,2022-12-18,2.0,2023-07-16,26,Online Banking,1
273,45,F,Single,High,1562.83,223.26142857142855,7,2022-12-03,3,,,,2023-08-30,40,Mobile App,0
274,63,F,Widowed,Low,1117.33,279.3325,4,2022-08-21,4,1.0,2022-06-08,1.0,2023-01-24,35,Online Banking,0
275,25,F,Divorced,Low,605.79,201.92999999999998,3,2022-06-06,2,2.0,2022-05-30,1.0,2023-06-15,3,Website,0
276,57,F,Single,Low,2069.7,295.6714285714285,7,2022-09-30,4,,,,2023-06-02,26,Online Banking,1
277,39,F,Single,High,1217.78,202.96333333333334,6,2022-11-06,4,,,,2023-07-06,33,Mobile App,0
278,51,F,Married,Low,1423.1,284.62,5,2022-08-23,4,1.0,2022-08-06,1.0,2023-02-22,22,Online Banking,0
279,62,M,Divorced,Medium,1209.94,302.485,4,2022-06-22,3,1.0,2022-04-13,0.0,2023-04-12,6,Mobile App,0
280,52,F,Single,High,836.33,209.0825,4,2022-11-16,3,2.0,2022-06-11,1.0,2023-11-19,42,Online Banking,0
281,52,M,Married,Medium,1563.95,195.49375,8,2022-09-17,5,1.0,2022-07-23,0.0,2023-12-15,34,Online Banking,0
282,42,M,Single,High,2016.68,403.336,5,2022-12-04,4,1.0,2022-10-25,0.0,2023-07-22,3,Online Banking,1
283,51,F,Widowed,Low,1362.8600000000001,272.572,5,2022-12-10,2,,,,2023-09-20,17,Online Banking,1
284,23,M,Married,Medium,1683.1299999999999,280.52166666666665,6,2022-07-29,4,,,,2023-05-15,6,Mobile App,0
285,58,M,Single,High,1026.5900000000001,205.31800000000004,5,2022-12-15,4,,,,2023-08-31,42,Mobile App,0
286,54,F,Widowed,Low,512.1899999999999,256.09499999999997,2,2022-12-07,2,2.0,2022-10-16,1.0,2023-04-03,5,Website,1
287,18,M,Widowed,Low,615.0699999999999,307.53499999999997,2,2022-12-14,2,2.0,2022-12-04,1.0,2023-06-10,20,Website,0
288,29,F,Widowed,High,2217.85,277.23125,8,2022-11-28,5,2.0,2022-11-17,2.0,2023-03-21,1,Website,0
289,52,M,Married,High,30.48,30.48,1,2022-06-08,1,,,,2023-11-14,24,Mobile App,0
290,23,M,Widowed,High,403.33,403.33,1,2022-12-25,1,1.0,2022-12-21,1.0,2023-09-15,9,Mobile App,0
291,34,F,Divorced,High,1572.74,262.12333333333333,6,2022-10-16,4,2.0,2022-08-18,2.0,2023-09-26,15,Website,0
292,26,M,Single,Medium,2429.7,303.7125,8,2022-12-20,5,2.0,2022-04-27,1.0,2023-12-06,37,Website,0
293,19,M,Divorced,High,209.68,209.68,1,2022-04-29,1,,,,2023-01-26,18,Mobile App,0
294,35,F,Widowed,Low,1882.08,313.68,6,2022-12-01,3,1.0,2022-09-08,0.0,2023-03-19,22,Online Banking,0
295,66,F,Widowed,Medium,960.99,320.33,3,2022-09-05,2,,,,2023-03-09,11,Website,0
296,53,M,Divorced,Low,261.24,261.24,1,2022-06-07,1,1.0,2022-03-27,1.0,2023-12-01,38,Mobile App,0
297,45,M,Married,Low,1714.0900000000001,214.26125000000002,8,2022-09-23,5,,,,2023-10-06,3,Mobile App,0
298,58,F,Widowed,High,1305.25,217.54166666666666,6,2022-07-28,4,1.0,2022-11-07,1.0,2023-08-23,29,Website,0
299,54,M,Widowed,Medium,9.8,9.8,1,2022-11-21,1,2.0,2022-06-03,1.0,2023-11-04,46,Mobile App,0
300,66,F,Divorced,High,926.5300000000001,231.63250000000002,4,2022-08-05,3,2.0,2022-11-03,0.0,2023-10-15,32,Website,0
301,43,F,Widowed,Low,1298.95,216.49166666666667,6,2022-12-12,4,1.0,2022-09-30,0.0,2023-10-02,34,Online Banking,0
302,21,M,Widowed,High,925.58,231.395,4,2022-10-01,3,2.0,2022-09-29,0.0,2023-02-18,8,Website,0
303,57,F,Married,High,948.96,316.32,3,2022-05-08,2,1.0,2022-08-23,0.0,2023-05-20,34,Online Banking,0
304,53,F,Married,High,695.73,231.91,3,2022-09-17,3,1.0,2022-12-08,1.0,2023-04-28,5,Online Banking,0
305,68,M,Married,High,288.26,288.26,1,2022-06-17,1,,,,2023-07-15,9,Mobile App,0
306,48,F,Married,High,2285.6,253.95555555555555,9,2022-12-06,5,,,,2023-05-03,17,Mobile App,0
307,47,M,Married,High,1416.68,354.17,4,2022-12-19,3,1.0,2022-03-16,0.0,2023-11-04,20,Mobile App,0
308,67,M,Widowed,Medium,1791.69,255.9557142857143,7,2022-12-18,4,,,,2023-10-23,42,Mobile App,0
309,51,M,Single,High,1400.5,280.1,5,2022-10-30,3,1.0,2022-12-28,0.0,2023-04-16,27,Online Banking,0
310,36,F,Widowed,Medium,1058.14,264.535,4,2022-12-14,3,,,,2023-07-05,5,Online Banking,0
311,35,M,Widowed,High,592.9,118.58,5,2022-09-25,4,2.0,2022-06-07,0.0,2023-07-07,46,Mobile App,1
312,47,M,Single,Medium,283.16,141.58,2,2022-03-23,2,2.0,2022-03-22,2.0,2023-06-23,29,Website,0
313,38,M,Divorced,Low,34.91,34.91,1,2022-10-24,1,,,,2023-06-19,11,Online Banking,0
314,20,M,Single,Medium,536.29,268.145,2,2022-10-25,2,1.0,2022-08-03,1.0,2023-03-21,26,Mobile App,0
315,23,F,Married,Medium,601.31,300.655,2,2022-11-10,2,1.0,2022-01-17,1.0,2023-10-09,23,Mobile App,1
316,55,F,Widowed,Low,649.71,81.21375,8,2022-09-24,5,,,,2023-01-28,18,Mobile App,0
317,30,M,Married,High,467.83,155.94333333333333,3,2022-07-12,3,2.0,2022-05-21,2.0,2023-06-02,20,Website,0
318,62,F,Single,High,2145.44,268.18,8,2022-12-21,5,,,,2023-09-11,44,Website,0
319,20,F,Divorced,Medium,477.46,477.46,1,2022-08-15,1,,,,2023-03-12,21,Online Banking,0
320,65,F,Divorced,High,823.75,411.875,2,2022-12-19,2,2.0,2022-02-28,1.0,2023-02-11,26,Online Banking,0
321,45,M,Widowed,High,2007.24,223.02666666666667,9,2022-12-05,4,2.0,2022-11-27,1.0,2023-10-30,32,Online Banking,0
322,39,F,Single,Low,61.98,61.98,1,2022-06-03,1,2.0,2022-10-21,2.0,2023-11-20,1,Online Banking,0
323,57,F,Married,High,839.3,209.825,4,2022-12-11,3,1.0,2022-05-07,0.0,2023-03-10,2,Website,1
324,57,F,Married,High,1369.7,228.28333333333333,6,2022-11-02,4,2.0,2022-08-24,2.0,2023-02-23,4,Mobile App,0
325,29,F,Divorced,Medium,553.79,276.895,2,2022-11-23,2,2.0,2022-11-23,2.0,2023-09-30,41,Online Banking,0
326,40,F,Widowed,High,605.89,201.96333333333334,3,2022-09-15,2,,,,2023-03-26,10,Website,0
327,48,M,Single,High,403.37,201.685,2,2022-12-29,2,2.0,2022-12-30,1.0,2023-08-27,28,Website,0
328,35,F,Married,Medium,848.26,169.652,5,2022-11-28,3,,,,2023-04-17,49,Mobile App,0
329,24,F,Divorced,Medium,2361.19,295.14875,8,2022-11-25,4,1.0,2022-06-23,1.0,2023-08-13,37,Online Banking,0
330,25,M,Widowed,Medium,2582.54,286.94888888888886,9,2022-11-18,5,,,,2023-09-18,17,Mobile App,0
331,36,M,Divorced,High,908.3199999999999,181.664,5,2022-12-21,5,2.0,2022-11-22,1.0,2023-01-02,30,Website,0
332,46,M,Widowed,High,1577.44,315.488,5,2022-10-21,2,,,,2023-12-06,6,Website,0
333,61,M,Single,High,2439.39,348.4842857142857,7,2022-11-09,4,2.0,2022-12-18,1.0,2023-12-13,11,Website,0
334,37,F,Divorced,High,1719.37,286.56166666666667,6,2022-11-22,4,1.0,2022-06-10,0.0,2023-01-18,11,Online Banking,0
335,67,F,Married,High,756.52,378.26,2,2022-12-07,2,2.0,2022-10-16,0.0,2023-12-27,2,Mobile App,1
336,59,F,Widowed,High,135.94,135.94,1,2022-12-20,1,,,,2023-01-25,20,Mobile App,0
337,47,F,Divorced,Medium,608.06,304.03,2,2022-12-25,1,,,,2023-08-26,34,Website,0
338,64,F,Widowed,Medium,13.86,13.86,1,2022-11-30,1,,,,2023-12-04,41,Mobile App,0
339,39,M,Divorced,High,682.9399999999999,170.73499999999999,4,2022-11-27,3,1.0,2022-03-14,0.0,2023-04-23,1,Website,0
340,27,F,Divorced,Low,1147.08,191.17999999999998,6,2022-11-08,4,1.0,2022-02-10,1.0,2023-09-21,48,Mobile App,0
341,43,M,Single,Medium,1022.86,170.47666666666666,6,2022-10-02,4,1.0,2022-05-26,0.0,2023-07-05,27,Online Banking,0
342,68,M,Married,High,2295.76,327.96571428571434,7,2022-11-24,2,1.0,2022-12-11,0.0,2023-10-02,26,Online Banking,1
343,50,M,Divorced,Medium,924.63,308.21,3,2022-06-23,3,2.0,2022-12-27,0.0,2023-07-26,26,Online Banking,0
344,45,F,Single,Low,1466.6,244.4333333333333,6,2022-11-05,3,2.0,2022-04-08,1.0,2023-06-27,8,Mobile App,0
345,27,F,Widowed,Medium,1980.5,247.5625,8,2022-08-23,4,1.0,2022-08-04,0.0,2023-09-08,29,Online Banking,0
346,46,M,Widowed,Medium,1641.62,273.6033333333333,6,2022-11-29,3,1.0,2022-01-08,1.0,2023-01-07,17,Online Banking,0
347,61,M,Divorced,Medium,1974.45,219.38333333333333,9,2022-12-21,5,2.0,2022-11-20,1.0,2023-07-20,33,Mobile App,0
348,35,M,Married,Medium,704.7,352.35,2,2022-05-25,2,1.0,2022-03-10,0.0,2023-11-30,1,Online Banking,0
349,59,M,Widowed,High,1376.54,229.42333333333332,6,2022-09-19,4,2.0,2022-06-13,0.0,2023-08-20,24,Mobile App,0
350,18,M,Divorced,Low,2702.27,300.2522222222222,9,2022-12-25,5,1.0,2022-06-09,1.0,2023-04-23,25,Online Banking,0
351,40,M,Widowed,High,588.68,294.34,2,2022-08-19,2,1.0,2022-02-21,1.0,2023-07-23,1,Mobile App,1
352,34,F,Single,Medium,1493.9,298.78000000000003,5,2022-11-01,3,2.0,2022-12-06,1.0,2023-09-02,26,Website,0
353,60,M,Divorced,Medium,266.08,266.08,1,2022-03-15,1,2.0,2022-10-19,1.0,2023-03-19,16,Online Banking,1
354,54,M,Divorced,Medium,324.4,108.13333333333333,3,2022-05-02,2,1.0,2022-07-27,1.0,2023-07-13,49,Online Banking,0
355,48,M,Divorced,Low,368.57,368.57,1,2022-03-26,1,2.0,2022-10-28,1.0,2023-01-06,33,Website,0
356,42,M,Single,Low,2316.37,289.54625,8,2022-12-14,5,,,,2023-07-15,28,Mobile App,0
357,21,M,Divorced,High,780.1800000000001,195.04500000000002,4,2022-12-07,3,2.0,2022-08-12,1.0,2023-09-10,45,Online Banking,0
358,69,F,Divorced,Medium,2282.8900000000003,253.6544444444445,9,2022-12-20,5,1.0,2022-10-19,1.0,2023-01-17,24,Mobile App,1
359,26,M,Single,Low,2154.17,269.27125,8,2022-10-26,5,1.0,2022-05-12,0.0,2023-05-03,36,Website,0
360,45,F,Widowed,Medium,1731.26,216.4075,8,2022-11-29,4,2.0,2022-10-25,0.0,2023-03-26,14,Online Banking,0
361,47,M,Single,High,2348.41,260.9344444444444,9,2022-12-25,3,,,,2023-04-19,49,Mobile App,0
362,64,M,Married,High,469.14,234.57,2,2022-11-04,2,2.0,2022-06-02,1.0,2023-08-14,5,Mobile App,1
363,41,F,Single,Low,1514.16,168.24,9,2022-10-28,4,1.0,2022-02-01,0.0,2023-01-01,27,Online Banking,0
364,50,M,Widowed,High,286.8,286.8,1,2022-04-29,1,2.0,2022-05-25,0.0,2023-08-28,14,Mobile App,0
365,37,F,Divorced,Low,1188.8400000000001,148.60500000000002,8,2022-12-11,4,1.0,2022-06-20,0.0,2023-10-29,24,Online Banking,1
366,26,F,Divorced,Medium,2518.16,314.77,8,2022-12-30,4,,,,2023-01-16,46,Website,0
367,25,F,Single,Low,2197.79,313.96999999999997,7,2022-12-29,5,1.0,2022-05-03,1.0,2023-09-16,28,Mobile App,0
368,41,F,Married,High,1939.2,323.2,6,2022-12-14,3,,,,2023-01-17,8,Online Banking,0
369,31,F,Single,Medium,3352.34,372.4822222222222,9,2022-12-08,4,1.0,2022-12-26,1.0,2023-02-07,35,Website,0
370,35,F,Married,High,1239.81,206.635,6,2022-12-22,4,2.0,2022-09-25,1.0,2023-06-22,47,Online Banking,0
371,18,M,Single,Medium,1454.45,290.89,5,2022-12-28,4,2.0,2022-12-21,0.0,2023-06-15,35,Website,0
372,29,F,Married,Medium,35.85,35.85,1,2022-06-25,1,2.0,2022-11-16,1.0,2023-10-26,23,Website,0
373,46,M,Married,Medium,267.09,133.545,2,2022-05-09,2,1.0,2022-02-18,1.0,2023-05-10,13,Online Banking,0
374,54,M,Divorced,Medium,2143.59,238.17666666666668,9,2022-12-11,4,,,,2023-12-25,47,Online Banking,0
375,43,F,Married,High,133.2,133.2,1,2022-04-12,1,1.0,2022-05-01,1.0,2023-08-31,17,Website,0
376,50,F,Divorced,Low,1143.8,285.95,4,2022-11-23,4,1.0,2022-06-05,0.0,2023-02-28,31,Website,0
377,60,F,Single,Medium,2366.3,295.7875,8,2022-12-25,4,2.0,2022-05-27,1.0,2023-05-11,10,Online Banking,0
378,32,M,Single,High,1333.6,333.4,4,2022-11-30,3,2.0,2022-09-07,1.0,2023-08-22,36,Website,0
379,40,F,Single,High,1582.08,197.76,8,2022-09-13,4,1.0,2022-10-07,0.0,2023-07-24,29,Online Banking,0
380,46,F,Single,High,1172.66,195.44333333333336,6,2022-10-06,4,,,,2023-06-10,16,Mobile App,0
381,38,M,Single,Low,1087.62,271.905,4,2022-11-14,3,1.0,2022-02-22,0.0,2023-07-18,33,Website,1
382,36,F,Divorced,High,2467.11,274.12333333333333,9,2022-12-15,4,1.0,2022-11-17,0.0,2023-03-01,14,Mobile App,0
383,22,M,Single,High,800.5600000000001,200.14000000000001,4,2022-10-07,2,2.0,2022-04-27,1.0,2023-08-21,7,Online Banking,0
384,40,F,Married,Low,339.16999999999996,169.58499999999998,2,2022-02-23,2,2.0,2022-11-17,1.0,2023-12-26,33,Website,0
385,53,M,Widowed,High,1338.28,334.57,4,2022-05-20,3,,,,2023-08-24,3,Mobile App,1
386,37,F,Divorced,High,773.11,193.2775,4,2022-07-22,4,1.0,2022-03-30,0.0,2023-10-23,26,Website,0
387,25,M,Married,Low,47.52,47.52,1,2022-12-26,1,2.0,2022-12-02,2.0,2023-10-30,39,Website,0
388,26,F,Widowed,Low,1787.4199999999998,223.42749999999998,8,2022-11-27,5,,,,2023-08-21,5,Online Banking,1
389,31,F,Widowed,Low,522.89,174.29666666666665,3,2022-08-30,2,,,,2023-04-04,23,Online Banking,1
390,23,M,Divorced,Medium,281.95,281.95,1,2022-11-18,1,,,,2023-02-18,33,Mobile App,0
391,18,F,Married,Low,1990.15,284.3071428571429,7,2022-11-06,3,,,,2023-07-21,30,Mobile App,0
392,26,F,Widowed,Medium,1533.34,219.04857142857142,7,2022-12-17,3,1.0,2022-06-24,0.0,2023-09-03,33,Mobile App,0
393,33,M,Widowed,Medium,1960.83,245.10375,8,2022-10-06,4,1.0,2022-01-24,0.0,2023-12-04,43,Website,0
394,33,M,Divorced,Low,2346.48,293.31,8,2022-12-25,4,2.0,2022-07-29,1.0,2023-07-11,25,Online Banking,0
395,29,F,Single,Medium,680.27,340.135,2,2022-12-17,2,2.0,2022-08-29,1.0,2023-07-22,22,Online Banking,1
396,22,M,Widowed,High,865.73,288.57666666666665,3,2022-12-06,2,2.0,2022-05-24,2.0,2023-05-07,1,Online Banking,1
397,57,F,Divorced,High,2322.98,258.1088888888889,9,2022-12-17,4,,,,2023-05-10,10,Online Banking,0
398,46,F,Divorced,Low,1678.1200000000001,279.68666666666667,6,2022-11-26,4,1.0,2022-09-22,0.0,2023-10-09,23,Online Banking,0
399,63,M,Married,Medium,568.35,284.175,2,2022-12-27,2,1.0,2022-08-04,0.0,2023-06-02,33,Website,0
400,44,M,Divorced,High,2309.85,288.73125,8,2022-11-24,4,,,,2023-03-19,39,Online Banking,0
401,28,F,Divorced,Medium,1273.3600000000001,318.34000000000003,4,2022-11-05,3,2.0,2022-11-02,1.0,2023-08-22,28,Website,0
402,64,M,Single,Medium,609.5799999999999,304.78999999999996,2,2022-06-28,2,2.0,2022-04-14,1.0,2023-08-11,43,Mobile App,1
403,67,F,Widowed,High,1645.76,235.10857142857142,7,2022-12-17,5,2.0,2022-09-14,0.0,2023-08-30,8,Online Banking,0
404,45,M,Married,Low,2787.1,309.67777777777775,9,2022-12-17,4,1.0,2022-01-27,0.0,2023-10-28,27,Mobile App,1
405,69,F,Divorced,Medium,508.49,169.49666666666667,3,2022-10-19,2,,,,2023-02-25,5,Online Banking,0
406,53,F,Married,High,2017.78,252.2225,8,2022-09-09,4,2.0,2022-09-25,1.0,2023-12-29,15,Website,0
407,59,F,Widowed,Low,2722.74,302.52666666666664,9,2022-12-08,4,1.0,2022-03-21,1.0,2023-08-25,48,Mobile App,1
408,36,F,Divorced,Medium,2101.4,300.2,7,2022-11-28,4,2.0,2022-09-25,1.0,2023-10-14,22,Online Banking,0
409,52,F,Divorced,Medium,1524.8400000000001,169.42666666666668,9,2022-11-12,4,1.0,2022-10-28,1.0,2023-01-20,35,Mobile App,0
410,69,F,Married,Medium,1426.2,237.70000000000002,6,2022-10-15,5,1.0,2022-09-26,1.0,2023-08-09,30,Online Banking,0
411,48,F,Single,Medium,87.02,87.02,1,2022-04-18,1,,,,2023-09-20,48,Website,1
412,61,M,Widowed,Low,184.86,184.86,1,2022-02-17,1,,,,2023-12-31,44,Website,0
413,36,M,Widowed,Medium,1592.6100000000001,318.52200000000005,5,2022-05-30,4,2.0,2022-09-09,2.0,2023-03-16,33,Website,0
414,63,M,Widowed,High,1497.89,213.98428571428573,7,2022-12-14,4,1.0,2022-07-07,0.0,2023-09-04,30,Online Banking,0
415,41,F,Divorced,High,354.64,354.64,1,2022-07-11,1,1.0,2022-02-09,0.0,2023-06-18,36,Online Banking,0
416,19,M,Divorced,High,1442.26,288.452,5,2022-11-06,4,2.0,2022-04-27,2.0,2023-04-23,16,Online Banking,0
417,24,M,Divorced,Low,873.63,291.21,3,2022-10-27,2,,,,2023-11-09,38,Website,0
418,60,M,Married,High,1282.72,427.5733333333333,3,2022-10-16,2,2.0,2022-10-07,1.0,2023-09-20,23,Online Banking,0
419,66,M,Widowed,Medium,1254.4299999999998,250.88599999999997,5,2022-11-11,3,,,,2023-02-07,37,Online Banking,1
420,48,F,Widowed,Medium,2140.54,267.5675,8,2022-10-19,5,2.0,2022-08-07,0.0,2023-01-06,37,Website,0
421,34,F,Widowed,High,594.4200000000001,297.21000000000004,2,2022-12-06,2,1.0,2022-05-09,1.0,2023-12-16,28,Mobile App,0
422,44,M,Single,Low,1770.89,252.98428571428573,7,2022-12-22,5,1.0,2022-02-06,0.0,2023-10-04,14,Mobile App,1
423,53,F,Divorced,Low,1329.4499999999998,265.89,5,2022-11-29,2,,,,2023-04-04,4,Mobile App,0
424,67,F,Widowed,Medium,965.41,137.91571428571427,7,2022-10-06,3,1.0,2022-06-16,1.0,2023-09-24,39,Website,0
425,60,F,Widowed,Medium,1768.53,196.50333333333333,9,2022-10-03,3,2.0,2022-11-25,1.0,2023-11-03,33,Website,0
426,27,F,Divorced,High,1465.9299999999998,209.4185714285714,7,2022-11-21,4,,,,2023-09-10,31,Website,0
427,62,F,Divorced,Low,521.56,173.85333333333332,3,2022-12-03,3,2.0,2022-12-14,0.0,2023-08-14,13,Online Banking,0
428,31,M,Widowed,High,2414.15,301.76875,8,2022-06-11,5,2.0,2022-09-06,1.0,2023-08-10,36,Mobile App,0
429,24,F,Married,Medium,1361.3899999999999,272.27799999999996,5,2022-12-20,3,2.0,2022-10-23,1.0,2023-01-11,10,Mobile App,0
430,56,M,Married,Medium,148.98,148.98,1,2022-11-22,1,2.0,2022-12-14,1.0,2023-07-02,47,Online Banking,0
431,57,F,Married,High,233.87,116.935,2,2022-12-09,2,1.0,2022-04-24,0.0,2023-05-26,31,Website,0
432,26,M,Married,Low,1834.48,262.06857142857143,7,2022-11-30,4,,,,2023-12-16,26,Mobile App,0
433,31,M,Single,Medium,1302.43,260.486,5,2022-10-08,3,,,,2023-12-03,14,Mobile App,1
434,25,F,Married,Medium,41.19,41.19,1,2022-05-30,1,2.0,2022-09-30,1.0,2023-11-09,4,Mobile App,0
435,34,M,Widowed,Low,488.45,488.45,1,2022-01-31,1,1.0,2022-07-18,0.0,2023-03-18,33,Online Banking,0
436,40,F,Widowed,Medium,543.99,181.33,3,2022-09-03,3,2.0,2022-12-03,1.0,2023-09-18,47,Website,0
437,33,M,Widowed,Low,1698.21,212.27625,8,2022-11-22,4,,,,2023-09-20,13,Website,0
438,43,M,Married,Low,2131.01,304.43,7,2022-12-06,4,1.0,2022-04-09,0.0,2023-04-20,48,Website,0
439,26,F,Divorced,Medium,1373.54,196.22,7,2022-11-22,3,2.0,2022-06-28,2.0,2023-02-20,41,Online Banking,0
