CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpend,AvgSpend,NumTransactions,LastTransaction,UniqueProducts,NumInteractions,LastInteraction,IssuesUnresolved,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,ServiceMissing,SpendPerTransaction,SpendPerProduct,InteractionRate,DaysSinceLastTransaction,DaysSinceLastLogin,DaysSinceLastInteraction
151,61,M,Single,Medium,334.2,334.2,1,2022-12-20,1,2.0,2022-11-21,1.0,2023-06-02,36,Mobile App,0,0,334.2,334.2,2.0,376,212,405.0
152,58,F,Married,High,1448.8,206.97142857142856,7,2022-12-13,3,0.0,,0.0,2023-09-30,48,Mobile App,0,1,206.97142857142856,482.93333333333334,0.0,383,92,755.0
153,29,M,Married,Low,1735.16,347.03200000000004,5,2022-10-10,4,1.0,2022-08-04,1.0,2023-01-26,42,Online Banking,0,0,347.03200000000004,433.79,0.2,447,339,514.0
154,20,F,Divorced,High,1753.55,250.50714285714284,7,2022-08-14,3,0.0,,0.0,2023-04-19,26,Mobile App,0,1,250.50714285714284,584.5166666666667,0.0,504,256,755.0
155,69,M,Divorced,Low,1883.08,235.385,8,2022-10-19,4,2.0,2022-11-24,0.0,2023-04-08,18,Website,0,0,235.385,470.77,0.25,438,267,402.0
156,34,F,Widowed,High,702.9200000000001,100.41714285714286,7,2022-06-25,4,0.0,,0.0,2023-06-30,11,Mobile App,0,1,100.41714285714286,175.73000000000002,0.0,554,184,755.0
157,50,M,Married,Low,2412.6800000000003,344.66857142857145,7,2022-11-09,4,0.0,,0.0,2023-06-13,27,Mobile App,0,1,344.66857142857145,603.1700000000001,0.0,417,201,755.0
158,18,F,Married,Low,1471.29,210.1842857142857,7,2022-10-21,5,0.0,,0.0,2023-10-03,30,Online Banking,0,1,210.18428571428572,294.258,0.0,436,89,755.0
159,56,M,Married,High,25.75,25.75,1,2022-03-30,1,2.0,2022-04-12,2.0,2023-05-11,18,Website,0,0,25.75,25.75,2.0,641,234,628.0
160,37,M,Married,Medium,2053.13,256.64125,8,2022-12-13,4,2.0,2022-07-19,1.0,2023-05-02,43,Online Banking,1,0,256.64125,513.2825,0.25,383,243,530.0
161,64,M,Single,High,1983.84,330.64,6,2022-09-01,4,1.0,2022-06-26,1.0,2023-07-24,4,Mobile App,0,0,330.64,495.96,0.16666666666666666,486,160,553.0
162,60,F,Married,Medium,425.88,141.96,3,2022-08-16,3,2.0,2022-11-27,1.0,2023-06-11,6,Mobile App,0,0,141.96,141.96,0.6666666666666666,502,203,399.0
163,69,M,Divorced,High,1064.88,354.96000000000004,3,2022-12-07,3,2.0,2022-10-15,1.0,2023-01-13,22,Mobile App,0,0,354.96000000000004,354.96000000000004,0.6666666666666666,389,352,442.0
164,58,F,Widowed,Low,955.49,191.098,5,2022-10-19,3,1.0,2022-12-06,0.0,2023-11-25,2,Website,1,0,191.098,318.49666666666667,0.2,438,36,390.0
165,31,F,Widowed,Medium,181.34,181.34,1,2022-10-07,1,0.0,,0.0,2023-03-01,47,Mobile App,0,1,181.34,181.34,0.0,450,305,755.0
166,48,F,Widowed,Low,1241.5,248.3,5,2022-12-08,3,1.0,2022-11-12,0.0,2023-08-03,48,Online Banking,0,0,248.3,413.8333333333333,0.2,388,150,414.0
167,42,F,Single,Low,2356.35,294.54375,8,2022-12-27,5,1.0,2022-12-04,0.0,2023-03-03,40,Website,0,0,294.54375,471.27,0.125,369,303,392.0
168,20,M,Married,Low,1126.93,281.7325,4,2022-05-21,3,2.0,2022-09-16,1.0,2023-08-29,32,Website,1,0,281.7325,375.6433333333334,0.5,589,124,471.0
169,21,F,Widowed,High,2164.75,240.52777777777777,9,2022-12-15,4,1.0,2022-07-09,1.0,2023-06-18,39,Mobile App,0,0,240.52777777777777,541.1875,0.1111111111111111,381,196,540.0
170,48,M,Divorced,Low,1448.33,206.9042857142857,7,2022-12-22,4,1.0,2022-01-05,1.0,2023-10-12,21,Website,1,0,206.9042857142857,362.0825,0.14285714285714285,374,80,725.0
171,52,F,Single,High,2532.71,361.8157142857143,7,2022-09-21,5,1.0,2022-09-16,0.0,2023-05-04,8,Mobile App,0,0,361.8157142857143,506.54200000000003,0.14285714285714285,466,241,471.0
172,61,M,Married,Medium,1972.76,328.7933333333333,6,2022-11-26,3,2.0,2022-07-01,1.0,2023-12-12,25,Website,0,0,328.79333333333335,657.5866666666667,0.3333333333333333,400,19,548.0
173,31,F,Married,Low,606.09,202.03,3,2022-10-10,2,1.0,2022-11-14,0.0,2023-10-22,41,Mobile App,0,0,202.03,303.045,0.3333333333333333,447,70,412.0
174,66,F,Married,Medium,1801.46,257.3514285714286,7,2022-12-08,4,1.0,2022-03-30,1.0,2023-03-09,36,Mobile App,1,0,257.3514285714286,450.365,0.14285714285714285,388,297,641.0
175,58,M,Married,Medium,1218.9,174.12857142857143,7,2022-10-30,4,2.0,2022-03-20,1.0,2023-11-27,4,Website,0,0,174.12857142857143,304.725,0.2857142857142857,427,34,651.0
176,26,F,Single,High,936.78,156.13,6,2022-12-18,4,0.0,,0.0,2023-09-23,15,Website,1,1,156.13,234.195,0.0,378,99,755.0
177,37,F,Divorced,Medium,429.79,429.79,1,2022-09-12,1,1.0,2022-02-09,1.0,2023-03-05,28,Website,0,0,429.79,429.79,1.0,475,301,690.0
178,49,F,Married,High,741.63,247.21,3,2022-12-15,2,0.0,,0.0,2023-05-06,20,Website,0,1,247.21,370.815,0.0,381,239,755.0
179,26,F,Single,High,412.58,206.29,2,2022-02-22,2,0.0,,0.0,2023-09-06,38,Website,0,1,206.29,206.29,0.0,677,116,755.0
180,44,F,Single,Medium,1985.93,283.70428571428573,7,2022-12-12,4,0.0,,0.0,2023-01-30,6,Online Banking,0,1,283.70428571428573,496.4825,0.0,384,335,755.0
181,20,F,Divorced,Medium,715.6800000000001,357.84000000000003,2,2022-12-11,1,0.0,,0.0,2023-04-22,30,Mobile App,0,1,357.84000000000003,715.6800000000001,0.0,385,253,755.0
182,21,F,Single,Medium,1491.65,298.33000000000004,5,2022-10-23,4,2.0,2022-11-25,0.0,2023-06-12,32,Online Banking,0,0,298.33000000000004,372.9125,0.4,434,202,401.0
183,62,F,Single,High,1135.44,378.48,3,2022-10-23,1,1.0,2022-02-03,0.0,2023-04-21,49,Online Banking,1,0,378.48,1135.44,0.3333333333333333,434,254,696.0
184,32,M,Widowed,High,97.19,48.595,2,2022-09-26,2,0.0,,0.0,2023-04-14,41,Online Banking,0,1,48.595,48.595,0.0,461,261,755.0
185,50,F,Widowed,Medium,1284.89,214.1483333333333,6,2022-12-17,4,2.0,2022-10-22,0.0,2023-10-23,4,Online Banking,0,0,214.14833333333334,321.2225,0.3333333333333333,379,69,435.0
186,22,M,Divorced,High,460.87,153.6233333333333,3,2022-06-14,2,0.0,,0.0,2023-10-18,35,Mobile App,0,1,153.62333333333333,230.435,0.0,565,74,755.0
187,21,F,Widowed,Medium,513.26,256.63,2,2022-11-11,2,2.0,2022-11-17,0.0,2023-01-09,30,Mobile App,0,0,256.63,256.63,1.0,415,356,409.0
188,63,M,Single,High,1768.25,294.7083333333333,6,2022-12-01,5,2.0,2022-09-13,1.0,2023-03-29,49,Mobile App,0,0,294.7083333333333,353.65,0.3333333333333333,395,277,474.0
189,29,M,Single,High,574.4699999999999,191.49,3,2022-07-04,3,2.0,2022-09-03,1.0,2023-06-21,41,Mobile App,0,0,191.48999999999998,191.48999999999998,0.6666666666666666,545,193,484.0
190,40,M,Divorced,Low,1417.97,202.56714285714287,7,2022-11-02,3,1.0,2022-06-08,1.0,2023-04-01,22,Website,1,0,202.56714285714287,472.6566666666667,0.14285714285714285,424,274,571.0
191,31,F,Single,Low,1942.65,277.5214285714286,7,2022-11-15,5,2.0,2022-03-29,1.0,2023-02-15,2,Website,0,0,277.5214285714286,388.53000000000003,0.2857142857142857,411,319,642.0
192,63,F,Divorced,Medium,1172.53,390.8433333333333,3,2022-12-08,2,2.0,2022-11-26,1.0,2023-07-07,12,Website,0,0,390.8433333333333,586.265,0.6666666666666666,388,177,400.0
193,29,M,Widowed,Low,270.34,270.34,1,2022-07-29,1,2.0,2022-10-16,1.0,2023-05-11,34,Website,0,0,270.34,270.34,2.0,520,234,441.0
194,34,F,Widowed,High,1388.97,277.794,5,2022-09-12,3,0.0,,0.0,2023-10-23,34,Website,0,1,277.794,462.99,0.0,475,69,755.0
195,42,F,Married,Medium,1711.71,285.285,6,2022-07-09,3,2.0,2022-09-16,1.0,2023-03-07,14,Website,0,0,285.285,570.57,0.3333333333333333,540,299,471.0
196,47,M,Widowed,Low,2134.16,266.77,8,2022-12-22,5,2.0,2022-04-27,2.0,2023-01-22,39,Website,0,0,266.77,426.832,0.25,374,343,613.0
197,39,F,Married,Medium,925.43,231.3575,4,2022-12-08,3,2.0,2022-07-15,1.0,2023-03-16,39,Online Banking,1,0,231.3575,308.47666666666663,0.5,388,290,534.0
198,64,M,Married,Medium,1461.25,208.75,7,2022-11-23,4,0.0,,0.0,2023-06-21,45,Online Banking,0,1,208.75,365.3125,0.0,403,193,755.0
199,43,M,Married,High,1270.25,211.7083333333333,6,2022-11-21,3,2.0,2022-11-16,1.0,2023-01-08,6,Website,0,0,211.70833333333334,423.4166666666667,0.3333333333333333,405,357,410.0
200,34,F,Single,Low,1702.06,283.6766666666667,6,2022-11-04,3,2.0,2022-11-16,0.0,2023-02-10,8,Online Banking,0,0,283.6766666666667,567.3533333333334,0.3333333333333333,422,324,410.0
201,37,M,Married,High,956.58,318.86,3,2022-03-16,3,2.0,2022-08-21,1.0,2023-08-14,27,Online Banking,1,0,318.86,318.86,0.6666666666666666,655,139,497.0
202,51,F,Widowed,Medium,336.18,336.18,1,2022-06-14,1,2.0,2022-09-14,0.0,2023-03-07,12,Mobile App,0,0,336.18,336.18,2.0,565,299,473.0
203,58,F,Divorced,Medium,1767.9,294.65000000000003,6,2022-12-18,4,2.0,2022-08-28,0.0,2023-04-16,21,Website,0,0,294.65000000000003,441.975,0.3333333333333333,378,259,490.0
204,50,F,Widowed,Medium,454.14,227.07,2,2022-08-15,2,2.0,2022-07-07,1.0,2023-05-08,38,Online Banking,0,0,227.07,227.07,1.0,503,237,542.0
205,54,F,Divorced,Low,741.9699999999999,185.4925,4,2022-12-24,3,0.0,,0.0,2023-01-27,4,Mobile App,0,1,185.49249999999998,247.3233333333333,0.0,372,338,755.0
206,24,M,Widowed,High,99.58,99.58,1,2022-09-13,1,0.0,,0.0,2023-11-27,25,Mobile App,0,1,99.58,99.58,0.0,474,34,755.0
207,39,F,Divorced,High,1799.17,224.89625,8,2022-11-26,4,0.0,,0.0,2023-03-28,43,Website,0,1,224.89625,449.7925,0.0,400,278,755.0
208,49,F,Widowed,Low,436.89,218.445,2,2022-03-13,1,0.0,,0.0,2023-06-03,24,Online Banking,0,1,218.445,436.89,0.0,658,211,755.0
209,31,F,Divorced,High,1328.06,332.015,4,2022-12-05,4,0.0,,0.0,2023-10-12,12,Mobile App,0,1,332.015,332.015,0.0,391,80,755.0
210,25,M,Married,High,1727.27,246.75285714285715,7,2022-10-19,4,0.0,,0.0,2023-07-24,29,Online Banking,0,1,246.75285714285715,431.8175,0.0,438,160,755.0
211,42,M,Divorced,Medium,1222.21,203.70166666666668,6,2022-12-17,3,0.0,,0.0,2023-03-03,35,Online Banking,0,1,203.70166666666668,407.40333333333336,0.0,379,303,755.0
212,33,F,Married,Medium,1047.61,149.6585714285714,7,2022-12-28,5,1.0,2022-11-01,0.0,2023-06-14,37,Website,0,0,149.6585714285714,209.522,0.14285714285714285,368,200,425.0
213,59,F,Widowed,Medium,2092.89,298.9842857142857,7,2022-12-25,3,1.0,2022-01-13,0.0,2023-02-23,30,Website,1,0,298.9842857142857,697.63,0.14285714285714285,371,311,717.0
214,36,F,Divorced,Low,734.1,367.05,2,2022-03-11,2,0.0,,0.0,2023-11-02,41,Online Banking,0,1,367.05,367.05,0.0,660,59,755.0
215,58,F,Divorced,Medium,1343.7,223.95,6,2022-12-15,4,2.0,2022-11-24,2.0,2023-11-07,42,Online Banking,0,0,223.95000000000002,335.925,0.3333333333333333,381,54,402.0
216,33,F,Widowed,High,1570.86,314.172,5,2022-10-18,3,2.0,2022-12-13,0.0,2023-09-06,35,Mobile App,0,0,314.17199999999997,523.62,0.4,439,116,383.0
217,29,M,Married,Low,2576.78,322.0975,8,2022-11-25,4,1.0,2022-04-03,1.0,2023-08-14,1,Online Banking,1,0,322.0975,644.195,0.125,401,139,637.0
218,56,F,Married,High,1766.57,252.36714285714285,7,2022-12-18,4,0.0,,0.0,2023-06-12,40,Mobile App,0,1,252.36714285714285,441.6425,0.0,378,202,755.0
219,65,M,Single,Low,1624.32,406.08,4,2022-10-06,3,0.0,,0.0,2023-07-18,26,Online Banking,0,1,406.08,541.4399999999999,0.0,451,166,755.0
220,47,M,Single,High,1030.46,343.4866666666667,3,2022-07-26,2,0.0,,0.0,2023-11-12,35,Online Banking,0,1,343.4866666666667,515.23,0.0,523,49,755.0
221,19,F,Single,Low,1277.29,319.3225,4,2022-05-04,3,1.0,2022-05-21,0.0,2023-06-16,42,Mobile App,1,0,319.3225,425.7633333333333,0.25,606,198,589.0
222,49,M,Divorced,High,1702.45,243.20714285714288,7,2022-12-12,4,0.0,,0.0,2023-06-03,7,Website,0,1,243.20714285714286,425.6125,0.0,384,211,755.0
223,62,F,Divorced,Medium,1736.26,289.37666666666667,6,2022-11-12,3,1.0,2022-08-21,0.0,2023-07-22,4,Online Banking,0,0,289.37666666666667,578.7533333333333,0.16666666666666666,414,162,497.0
224,42,M,Divorced,Low,2520.32,315.04,8,2022-11-22,5,0.0,,0.0,2023-05-16,5,Website,0,1,315.04,504.064,0.0,404,229,755.0
225,42,M,Widowed,High,2650.29,331.28625,8,2022-12-24,3,2.0,2022-05-11,1.0,2023-07-15,39,Online Banking,0,0,331.28625,883.43,0.25,372,169,599.0
226,21,F,Single,High,1461.18,208.74,7,2022-12-16,4,1.0,2022-01-21,1.0,2023-03-10,11,Mobile App,0,0,208.74,365.295,0.14285714285714285,380,296,709.0
227,36,M,Widowed,High,1250.35,178.62142857142857,7,2022-12-20,5,0.0,,0.0,2023-11-08,15,Online Banking,1,1,178.62142857142857,250.07,0.0,376,53,755.0
228,65,F,Single,High,2185.36,364.2266666666667,6,2022-07-06,4,2.0,2022-08-04,1.0,2023-10-16,32,Website,0,0,364.2266666666667,546.34,0.3333333333333333,543,76,514.0
229,21,F,Single,Medium,2559.03,284.3366666666667,9,2022-09-11,4,1.0,2022-08-12,1.0,2023-12-23,37,Website,0,0,284.3366666666667,639.7575,0.1111111111111111,476,8,506.0
230,60,F,Divorced,Medium,1468.07,244.6783333333333,6,2022-11-26,3,2.0,2022-09-09,1.0,2023-09-04,9,Online Banking,1,0,244.6783333333333,489.3566666666666,0.3333333333333333,400,118,478.0
231,30,F,Married,Low,1353.42,338.355,4,2022-12-26,3,0.0,,0.0,2023-02-20,47,Online Banking,1,1,338.355,451.14000000000004,0.0,370,314,755.0
232,56,F,Single,Low,2082.19,260.27375,8,2022-11-06,4,2.0,2022-11-24,2.0,2023-09-08,32,Online Banking,0,0,260.27375,520.5475,0.25,420,114,402.0
233,53,F,Married,High,817.4200000000001,272.47333333333336,3,2022-11-14,3,2.0,2022-10-09,0.0,2023-09-18,33,Website,0,0,272.47333333333336,272.47333333333336,0.6666666666666666,412,104,448.0
234,40,M,Widowed,Low,1576.7,197.0875,8,2022-10-01,5,0.0,,0.0,2023-06-19,23,Online Banking,1,1,197.0875,315.34000000000003,0.0,456,195,755.0
235,23,M,Divorced,High,770.5,256.8333333333333,3,2022-09-28,1,2.0,2022-07-11,2.0,2023-12-28,15,Mobile App,0,0,256.8333333333333,770.5,0.6666666666666666,459,3,538.0
236,41,F,Single,Low,1482.99,247.165,6,2022-12-18,3,2.0,2022-07-08,0.0,2023-09-25,30,Online Banking,1,0,247.165,494.33,0.3333333333333333,378,97,541.0
237,61,M,Divorced,Low,398.99,398.99,1,2022-02-01,1,0.0,,0.0,2023-01-13,16,Online Banking,1,1,398.99,398.99,0.0,698,352,755.0
238,50,M,Widowed,High,762.4399999999999,254.14666666666665,3,2022-10-29,2,1.0,2022-07-07,1.0,2023-09-20,22,Mobile App,1,0,254.14666666666665,381.21999999999997,0.3333333333333333,428,102,542.0
239,29,F,Married,Medium,2654.84,294.9822222222222,9,2022-12-12,3,1.0,2022-11-05,1.0,2023-10-09,43,Mobile App,1,0,294.9822222222222,884.9466666666667,0.1111111111111111,384,83,421.0
240,58,M,Divorced,High,859.47,429.735,2,2022-11-26,1,1.0,2022-03-24,0.0,2023-07-27,30,Online Banking,0,0,429.735,859.47,0.5,400,157,647.0
241,38,F,Divorced,Medium,2185.9300000000003,242.88111111111115,9,2022-09-26,4,1.0,2022-05-29,0.0,2023-12-19,1,Mobile App,0,0,242.88111111111115,546.4825000000001,0.1111111111111111,461,12,581.0
242,28,F,Single,Low,726.73,242.2433333333333,3,2022-11-15,3,2.0,2022-09-24,1.0,2023-02-16,35,Online Banking,1,0,242.24333333333334,242.24333333333334,0.6666666666666666,411,318,463.0
243,61,M,Married,Medium,2362.18,262.46444444444444,9,2022-11-21,4,1.0,2022-12-18,1.0,2023-12-09,18,Website,0,0,262.46444444444444,590.545,0.1111111111111111,405,22,378.0
244,55,F,Widowed,High,1649.9,235.7,7,2022-12-08,4,2.0,2022-09-10,2.0,2023-06-21,15,Online Banking,0,0,235.70000000000002,412.475,0.2857142857142857,388,193,477.0
245,46,F,Single,Low,2965.09,329.45444444444445,9,2022-11-11,5,0.0,,0.0,2023-05-18,21,Online Banking,0,1,329.45444444444445,593.018,0.0,415,227,755.0
246,65,F,Divorced,Medium,1171.14,292.785,4,2022-11-27,3,1.0,2022-09-30,0.0,2023-03-24,40,Mobile App,0,0,292.785,390.38000000000005,0.25,399,282,457.0
247,58,F,Divorced,Medium,1887.68,269.6685714285714,7,2022-10-06,3,2.0,2022-10-23,0.0,2023-12-24,2,Online Banking,0,0,269.66857142857145,629.2266666666667,0.2857142857142857,451,7,434.0
248,20,M,Married,High,1519.14,303.828,5,2022-11-21,4,1.0,2022-06-26,1.0,2023-08-26,30,Online Banking,1,0,303.82800000000003,379.785,0.2,405,127,553.0
249,45,F,Widowed,Low,356.39,356.39,1,2022-01-27,1,1.0,2022-01-13,1.0,2023-02-06,40,Website,0,0,356.39,356.39,1.0,703,328,717.0
250,37,M,Widowed,Low,1607.36,229.6228571428572,7,2022-12-28,5,1.0,2022-04-15,0.0,2023-01-09,32,Website,0,0,229.62285714285713,321.472,0.14285714285714285,368,356,625.0
251,43,F,Divorced,Medium,1968.79,281.2557142857143,7,2022-12-05,5,1.0,2022-10-13,0.0,2023-03-24,28,Website,1,0,281.2557142857143,393.758,0.14285714285714285,391,282,444.0
252,41,M,Widowed,Medium,980.71,245.1775,4,2022-07-28,2,0.0,,0.0,2023-08-11,11,Online Banking,1,1,245.1775,490.355,0.0,521,142,755.0
253,69,M,Single,Medium,1319.11,263.822,5,2022-12-01,4,1.0,2022-07-22,0.0,2023-12-03,7,Online Banking,0,0,263.822,329.7775,0.2,395,28,527.0
254,64,F,Married,Low,2220.26,246.6955555555556,9,2022-12-09,5,2.0,2022-07-28,1.0,2023-08-25,1,Mobile App,1,0,246.6955555555556,444.052,0.2222222222222222,387,128,521.0
255,38,M,Divorced,Medium,2672.69,381.8128571428571,7,2022-12-28,4,1.0,2022-04-16,1.0,2023-06-17,43,Mobile App,0,0,381.8128571428571,668.1725,0.14285714285714285,368,197,624.0
256,47,F,Widowed,Medium,208.67,208.67,1,2022-10-07,1,2.0,2022-08-10,1.0,2023-08-26,28,Mobile App,0,0,208.67,208.67,2.0,450,127,508.0
257,21,F,Widowed,Low,92.62,92.62,1,2022-01-22,1,1.0,2022-12-24,0.0,2023-01-31,39,Website,0,0,92.62,92.62,1.0,708,334,372.0
258,53,M,Single,Low,832.85,208.2125,4,2022-11-06,2,2.0,2022-11-08,1.0,2023-06-17,19,Mobile App,0,0,208.2125,416.425,0.5,420,197,418.0
259,57,M,Widowed,High,1469.67,244.945,6,2022-10-22,4,1.0,2022-06-06,0.0,2023-03-16,39,Online Banking,0,0,244.94500000000002,367.4175,0.16666666666666666,435,290,573.0
260,27,M,Single,Low,2395.72,299.465,8,2022-10-31,5,1.0,2022-12-26,0.0,2023-08-24,32,Website,1,0,299.465,479.14399999999995,0.125,426,129,370.0
261,27,M,Married,Low,489.07,489.07,1,2022-05-31,1,1.0,2022-05-30,1.0,2023-05-29,49,Online Banking,1,0,489.07,489.07,1.0,579,216,580.0
262,59,F,Divorced,High,2940.59,326.7322222222222,9,2022-12-05,5,2.0,2022-04-18,2.0,2023-02-04,30,Website,1,0,326.7322222222222,588.118,0.2222222222222222,391,330,622.0
263,41,M,Single,Low,13.04,13.04,1,2022-11-10,1,2.0,2022-07-07,0.0,2023-12-28,2,Website,0,0,13.04,13.04,2.0,416,3,542.0
264,21,F,Widowed,High,525.02,262.51,2,2022-07-23,2,1.0,2022-03-05,0.0,2023-03-08,44,Online Banking,0,0,262.51,262.51,0.5,526,298,666.0
265,64,M,Widowed,Low,1511.87,302.374,5,2022-08-28,4,0.0,,0.0,2023-04-06,43,Online Banking,0,1,302.37399999999997,377.9675,0.0,490,269,755.0
266,44,M,Married,High,459.39,459.39,1,2022-04-21,1,1.0,2022-12-02,0.0,2023-01-07,37,Online Banking,0,0,459.39,459.39,1.0,619,358,394.0
267,68,F,Single,Medium,461.36,153.78666666666666,3,2022-11-23,3,1.0,2022-10-04,1.0,2023-11-24,19,Online Banking,0,0,153.78666666666666,153.78666666666666,0.3333333333333333,403,37,453.0
268,62,M,Divorced,Medium,1096.16,219.23200000000003,5,2022-11-13,3,0.0,,0.0,2023-12-19,26,Mobile App,0,1,219.23200000000003,365.3866666666667,0.0,413,12,755.0
269,21,F,Widowed,Medium,2123.87,235.98555555555555,9,2022-12-12,4,2.0,2022-05-19,1.0,2023-06-16,1,Mobile App,0,0,235.98555555555555,530.9675,0.2222222222222222,384,198,591.0
270,49,M,Single,High,734.74,244.91333333333333,3,2022-11-24,2,1.0,2022-03-16,1.0,2023-04-12,42,Mobile App,0,0,244.91333333333333,367.37,0.3333333333333333,402,263,655.0
271,27,M,Widowed,Medium,865.97,288.6566666666667,3,2022-12-25,3,0.0,,0.0,2023-10-28,28,Online Banking,1,1,288.6566666666667,288.6566666666667,0.0,371,64,755.0
272,28,F,Divorced,Low,1170.04,146.255,8,2022-09-19,4,2.0,2022-12-18,2.0,2023-07-16,26,Online Banking,1,0,146.255,292.51,0.25,468,168,378.0
273,45,F,Single,High,1562.83,223.26142857142847,7,2022-12-03,3,0.0,,0.0,2023-08-30,40,Mobile App,0,1,223.26142857142855,520.9433333333333,0.0,393,123,755.0
274,63,F,Widowed,Low,1117.33,279.3325,4,2022-08-21,4,1.0,2022-06-08,1.0,2023-01-24,35,Online Banking,0,0,279.3325,279.3325,0.25,497,341,571.0
275,25,F,Divorced,Low,605.79,201.93,3,2022-06-06,2,2.0,2022-05-30,1.0,2023-06-15,3,Website,0,0,201.92999999999998,302.895,0.6666666666666666,573,199,580.0
276,57,F,Single,Low,2069.7,295.6714285714285,7,2022-09-30,4,0.0,,0.0,2023-06-02,26,Online Banking,1,1,295.6714285714285,517.425,0.0,457,212,755.0
277,39,F,Single,High,1217.78,202.9633333333333,6,2022-11-06,4,0.0,,0.0,2023-07-06,33,Mobile App,0,1,202.96333333333334,304.445,0.0,420,178,755.0
278,51,F,Married,Low,1423.1,284.62,5,2022-08-23,4,1.0,2022-08-06,1.0,2023-02-22,22,Online Banking,0,0,284.62,355.775,0.2,495,312,512.0
279,62,M,Divorced,Medium,1209.94,302.485,4,2022-06-22,3,1.0,2022-04-13,0.0,2023-04-12,6,Mobile App,0,0,302.485,403.31333333333333,0.25,557,263,627.0
280,52,F,Single,High,836.33,209.0825,4,2022-11-16,3,2.0,2022-06-11,1.0,2023-11-19,42,Online Banking,0,0,209.0825,278.7766666666667,0.5,410,42,568.0
281,52,M,Married,Medium,1563.95,195.49375,8,2022-09-17,5,1.0,2022-07-23,0.0,2023-12-15,34,Online Banking,0,0,195.49375,312.79,0.125,470,16,526.0
282,42,M,Single,High,2016.68,403.336,5,2022-12-04,4,1.0,2022-10-25,0.0,2023-07-22,3,Online Banking,1,0,403.336,504.17,0.2,392,162,432.0
283,51,F,Widowed,Low,1362.86,272.572,5,2022-12-10,2,0.0,,0.0,2023-09-20,17,Online Banking,1,1,272.572,681.43,0.0,386,102,755.0
284,23,M,Married,Medium,1683.13,280.52166666666665,6,2022-07-29,4,0.0,,0.0,2023-05-15,6,Mobile App,0,1,280.5216666666667,420.7825,0.0,520,230,755.0
285,58,M,Single,High,1026.59,205.31800000000004,5,2022-12-15,4,0.0,,0.0,2023-08-31,42,Mobile App,0,1,205.31799999999998,256.6475,0.0,381,122,755.0
286,54,F,Widowed,Low,512.1899999999999,256.095,2,2022-12-07,2,2.0,2022-10-16,1.0,2023-04-03,5,Website,1,0,256.09499999999997,256.09499999999997,1.0,389,272,441.0
287,18,M,Widowed,Low,615.0699999999999,307.535,2,2022-12-14,2,2.0,2022-12-04,1.0,2023-06-10,20,Website,0,0,307.53499999999997,307.53499999999997,1.0,382,204,392.0
288,29,F,Widowed,High,2217.85,277.23125,8,2022-11-28,5,2.0,2022-11-17,2.0,2023-03-21,1,Website,0,0,277.23125,443.57,0.25,398,285,409.0
289,52,M,Married,High,30.48,30.48,1,2022-06-08,1,0.0,,0.0,2023-11-14,24,Mobile App,0,1,30.48,30.48,0.0,571,47,755.0
290,23,M,Widowed,High,403.33,403.33,1,2022-12-25,1,1.0,2022-12-21,1.0,2023-09-15,9,Mobile App,0,0,403.33,403.33,1.0,371,107,375.0
291,34,F,Divorced,High,1572.74,262.12333333333333,6,2022-10-16,4,2.0,2022-08-18,2.0,2023-09-26,15,Website,0,0,262.12333333333333,393.185,0.3333333333333333,441,96,500.0
292,26,M,Single,Medium,2429.7,303.7125,8,2022-12-20,5,2.0,2022-04-27,1.0,2023-12-06,37,Website,0,0,303.7125,485.93999999999994,0.25,376,25,613.0
293,19,M,Divorced,High,209.68,209.68,1,2022-04-29,1,0.0,,0.0,2023-01-26,18,Mobile App,0,1,209.68,209.68,0.0,611,339,755.0
294,35,F,Widowed,Low,1882.08,313.68,6,2022-12-01,3,1.0,2022-09-08,0.0,2023-03-19,22,Online Banking,0,0,313.68,627.36,0.16666666666666666,395,287,479.0
295,66,F,Widowed,Medium,960.99,320.33,3,2022-09-05,2,0.0,,0.0,2023-03-09,11,Website,0,1,320.33,480.495,0.0,482,297,755.0
296,53,M,Divorced,Low,261.24,261.24,1,2022-06-07,1,1.0,2022-03-27,1.0,2023-12-01,38,Mobile App,0,0,261.24,261.24,1.0,572,30,644.0
297,45,M,Married,Low,1714.09,214.26125,8,2022-09-23,5,0.0,,0.0,2023-10-06,3,Mobile App,0,1,214.26125,342.818,0.0,464,86,755.0
298,58,F,Widowed,High,1305.25,217.54166666666663,6,2022-07-28,4,1.0,2022-11-07,1.0,2023-08-23,29,Website,0,0,217.54166666666666,326.3125,0.16666666666666666,521,130,419.0
299,54,M,Widowed,Medium,9.8,9.8,1,2022-11-21,1,2.0,2022-06-03,1.0,2023-11-04,46,Mobile App,0,0,9.8,9.8,2.0,405,57,576.0
300,66,F,Divorced,High,926.53,231.6325,4,2022-08-05,3,2.0,2022-11-03,0.0,2023-10-15,32,Website,0,0,231.6325,308.8433333333333,0.5,513,77,423.0
301,43,F,Widowed,Low,1298.95,216.49166666666667,6,2022-12-12,4,1.0,2022-09-30,0.0,2023-10-02,34,Online Banking,0,0,216.49166666666667,324.7375,0.16666666666666666,384,90,457.0
